GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "02000","Alaska",8,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",25810.8,24227.5,24744.3,26806.6,28494.1,29756.8,32037.9,35302.4,40356.6,45094.1,49583.7,55122.5,49957.8,53331.6,56896.3,58283.6,57247.7,56484.9,51490.9,50727.7,53089.3,54711.7,54547.1,49820.0,54970.1
 "02000","Alaska",8,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",12347.8,12889.6,13127.5,13893.0,14883.3,15703.7,16522.0,17454.3,18584.7,19600.3,20790.2,21813.1,22533.6,23170.8,24458.4,25739.1,26362.2,27139.9,27826.3,27170.6,27133.0,28299.9,29108.0,28797.9,(NA)
 "02000","Alaska",8,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",11061.3,9388.7,9690.1,10455.7,11337.1,11963.7,13311.2,15436.6,19019.1,22400.6,24002.8,23323.4,22866.5,24439.3,25196.2,24819.1,22642.5,23858.1,20819.4,20355.5,22290.2,22145.8,21075.6,18458.3,(NA)
 "02000","Alaska",8,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",2401.7,1949.2,1926.7,2457.9,2273.7,2089.5,2204.7,2411.5,2752.8,3093.2,4790.8,9986.0,4557.7,5721.5,7241.8,7725.5,8243.0,5486.9,2845.2,3201.6,3666.2,4266.1,4363.5,2563.8,(NA)
 "02000","Alaska",8,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",2464.7,2003.9,1983.1,2515.4,2385.9,2162.3,2308.0,2503.4,2857.1,3194.8,4888.5,10077.9,4673.8,5840.5,7378.0,7856.2,8367.5,5621.8,2974.4,3332.0,3773.7,4377.3,4476.4,4240.9,(NA)
 "02000","Alaska",8,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-62.9,-54.7,-56.4,-57.5,-112.3,-72.9,-103.3,-91.9,-104.3,-101.6,-97.7,-92.0,-116.2,-119.1,-136.3,-130.7,-124.6,-134.9,-129.2,-130.4,-107.5,-111.3,-112.9,-1677.2,(NA)
 "04000","Arizona",6,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",168408.8,183060.5,198699.9,208439.5,213166.2,220696.7,234065.9,244317.3,262326.0,274179.4,283250.7,280810.1,257498.5,260307.1,266101.5,271440.0,273481.9,276948.9,282577.0,291275.2,302455.4,313618.7,323894.3,320550.6,337424.7
 "04000","Arizona",6,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",62.043,67.441,73.202,76.790,78.532,81.306,86.231,90.008,96.642,101.009,104.351,103.452,94.864,95.899,98.033,100.000,100.752,102.030,104.103,107.307,111.426,115.539,119.324,118.093,124.309
 "04000","Arizona",6,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",132281.0,143302.6,155755.8,165110.7,171909.6,180522.3,193634.9,206541.1,227915.9,245957.0,261392.0,262926.0,246424.3,251153.0,260915.7,271440.0,278591.6,287666.6,299393.3,313081.4,330416.1,349907.5,369988.2,373719.0,411191.8
 "04000","Arizona",6,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",69876.9,77166.0,82849.8,91205.4,95475.5,98041.6,102681.4,111133.6,121777.9,134607.4,142619.1,143884.3,135101.1,134483.2,139617.8,145243.2,150331.8,156465.4,163929.0,170624.3,180958.5,193037.3,204327.8,214073.1,(NA)
 "04000","Arizona",6,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",53776.0,57020.8,62895.4,62781.3,64896.1,70104.3,77869.7,81311.9,90811.9,94686.5,100412.7,101324.1,94287.6,99207.1,102540.9,107076.8,108778.2,111436.8,115827.9,121628.9,127579.8,133408.0,141253.7,147062.3,(NA)
 "04000","Arizona",6,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",8628.0,9115.8,10010.5,11124.0,11538.0,12376.4,13083.9,14095.5,15326.2,16663.0,18360.2,17717.7,17035.6,17462.8,18757.0,19120.0,19481.6,19764.4,19636.3,20828.2,21877.9,23462.1,24406.7,12583.6,(NA)
 "04000","Arizona",6,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",8958.8,9478.9,10425.2,11550.0,12090.9,12817.1,13685.4,14635.3,16025.6,17292.2,18971.3,18359.4,17841.1,18163.0,19513.9,19823.0,20213.8,20505.5,20334.5,21541.4,22626.6,24264.1,25240.9,25832.6,(NA)
 "04000","Arizona",6,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-330.8,-363.1,-414.7,-426.1,-552.9,-440.8,-601.6,-539.8,-699.5,-629.2,-611.1,-641.7,-805.4,-700.2,-756.9,-703.0,-732.2,-741.1,-698.2,-713.3,-748.8,-802.0,-834.2,-13249.0,(NA)
 "05000","Arkansas",5,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",82571.3,84570.8,89115.2,89871.7,89789.0,92950.5,96944.5,101733.6,105980.0,108460.6,107606.1,106536.5,102996.6,105662.0,107932.5,108492.1,110752.4,111734.5,112351.0,112798.1,113885.2,115937.6,116790.9,114943.5,120710.5
 "05000","Arkansas",5,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.108,77.951,82.140,82.837,82.761,85.675,89.356,93.771,97.685,99.971,99.183,98.197,94.935,97.391,99.484,100.000,102.083,102.989,103.557,103.969,104.971,106.863,107.649,105.946,111.262
 "05000","Arkansas",5,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",59846.3,62396.7,66811.3,68678.5,70616.7,74113.9,78695.1,85199.6,90887.7,95875.1,98381.6,99706.8,97508.1,101486.5,105768.1,108492.1,113227.3,116139.4,117786.8,119152.4,122350.2,127306.5,130839.9,130750.7,144545.4
 "05000","Arkansas",5,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",32715.5,34880.9,36741.0,38766.8,40397.1,41662.0,43485.7,46064.2,48480.3,51110.2,53637.6,54778.2,54260.1,55258.1,56870.0,59196.2,60545.9,62563.9,64679.8,66179.6,68619.4,70996.5,73514.4,75295.1,(NA)
 "05000","Arkansas",5,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",23316.0,23736.9,25718.4,25974.1,26235.7,27860.2,30737.5,33626.0,36232.1,38116.8,38140.6,38190.2,36778.1,39155.5,41614.4,41542.9,44449.4,45138.1,44688.0,44409.5,44820.2,47015.3,48326.3,49888.0,(NA)
 "05000","Arkansas",5,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",3814.9,3779.0,4351.9,3937.6,3984.0,4591.7,4471.9,5509.4,6175.3,6648.2,6603.4,6738.4,6469.9,7072.9,7283.6,7753.0,8232.0,8437.5,8419.0,8563.2,8910.6,9294.7,8999.1,5567.6,(NA)
 "05000","Arkansas",5,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",4168.5,4299.0,5185.9,4908.2,5120.7,5324.7,5572.7,6062.4,6873.6,7272.4,7207.9,7242.5,7118.4,7630.0,7877.0,8320.0,8804.1,8972.3,8971.9,9303.4,9705.8,10101.9,10180.7,10509.5,(NA)
 "05000","Arkansas",5,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-353.6,-520.1,-833.9,-970.7,-1136.7,-732.9,-1100.8,-553.0,-698.3,-624.2,-604.5,-504.1,-648.5,-557.1,-593.3,-567.0,-572.1,-534.8,-552.9,-740.2,-795.2,-807.2,-1181.6,-4941.8,(NA)
 "06000","California",8,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",1378276.5,1468730.8,1574305.9,1696172.4,1692324.1,1722522.4,1789998.5,1850904.5,1926842.1,2002437.4,2041192.2,2061638.8,1995439.7,2036015.0,2063827.5,2113096.4,2179229.0,2256054.7,2357452.9,2427894.6,2541769.3,2643576.3,2739343.4,2663665.9,2871424.2
 "06000","California",8,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",65.225,69.506,74.502,80.270,80.087,81.517,84.710,87.592,91.186,94.763,96.597,97.565,94.432,96.352,97.668,100.000,103.130,106.765,111.564,114.897,120.286,125.104,129.636,126.055,135.887
 "06000","California",8,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",1071117.0,1147520.4,1241899.7,1356975.4,1375761.3,1418429.6,1497918.7,1588177.4,1698560.4,1812210.0,1898902.0,1944695.3,1890165.9,1954092.7,2023500.0,2113096.4,2220389.9,2335286.5,2473555.9,2569634.0,2730973.9,2895101.0,3052645.2,3007187.7,3356631.4
 "06000","California",8,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",574432.9,625411.7,681068.5,768199.0,786778.9,793668.6,826979.8,881668.6,926929.3,980936.4,1029657.7,1042144.9,990073.0,1010508.8,1059293.2,1113411.5,1157678.6,1225532.5,1313766.3,1371402.0,1452842.6,1531503.1,1615149.1,1658813.1,(NA)
 "06000","California",8,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",431069.4,453030.9,487837.8,509912.0,514711.6,537381.3,581749.9,609807.5,669808.7,718212.0,750756.5,776312.4,778417.7,818460.5,831169.1,869106.6,922208.7,959787.0,1000092.2,1038406.8,1112086.6,1181112.3,1235258.4,1245131.6,(NA)
 "06000","California",8,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",65614.7,69077.8,72993.4,78864.4,74270.8,87379.6,89188.9,96701.3,101822.4,113061.6,118487.9,126238.0,121675.1,125123.5,133037.7,130578.4,140502.5,149966.9,159697.4,159825.2,166044.8,182485.5,202237.8,103242.9,(NA)
 "06000","California",8,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",70407.3,73616.0,78034.5,83626.1,86857.9,92987.0,94897.2,102513.4,108454.8,119326.1,124466.2,132425.5,129051.3,132283.7,140407.8,137518.4,147444.8,157004.0,166529.0,167237.3,173509.3,190252.0,210270.1,204527.8,(NA)
 "06000","California",8,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-4792.6,-4538.3,-5041.0,-4761.8,-12587.0,-5607.4,-5708.3,-5812.1,-6632.4,-6264.6,-5978.3,-6187.5,-7376.2,-7160.3,-7370.1,-6940.0,-6942.2,-7037.1,-6831.6,-7412.1,-7464.5,-7766.5,-8032.4,-101284.9,(NA)
 "08000","Colorado",7,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",184185.3,200679.7,215294.6,231589.8,234979.4,235417.3,237782.3,240747.6,251558.4,257430.2,266887.5,270981.4,264966.3,267858.9,271700.6,276823.1,286259.1,298655.3,312409.7,318953.4,329960.6,342535.9,356773.6,346011.3,365918.3
 "08000","Colorado",7,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",66.535,72.494,77.773,83.660,84.884,85.042,85.897,86.968,90.873,92.994,96.411,97.890,95.717,96.762,98.150,100.000,103.409,107.887,112.855,115.219,119.195,123.738,128.881,124.994,132.185
 "08000","Colorado",7,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",136898.7,150330.0,163763.3,180063.2,186695.8,190019.0,196126.5,204167.2,220783.7,232646.7,248446.5,258871.7,251227.7,258300.2,267516.1,276823.1,292140.5,309542.6,320721.1,329911.7,348898.1,371424.6,392218.0,382584.7,421941.4
 "08000","Colorado",7,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",75823.9,83882.3,91784.8,103429.2,107435.0,106707.4,108800.2,114072.4,120699.0,128021.9,135559.9,140506.9,136685.9,138375.6,143060.0,150874.5,157077.6,168061.9,176758.6,182139.9,193502.0,206054.1,219975.9,224584.5,(NA)
 "08000","Colorado",7,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",52989.4,57765.1,62638.8,66475.0,68887.7,72171.8,76283.5,78021.1,87175.9,90876.4,98248.6,103657.2,100234.4,103204.1,107126.6,109663.1,118145.4,123575.2,125444.1,128087.5,134076.3,142335.4,148662.7,147403.3,(NA)
 "08000","Colorado",7,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",8085.4,8682.6,9339.7,10159.1,10373.1,11139.8,11042.7,12073.7,12908.8,13748.5,14638.0,14707.6,14307.3,16720.5,17329.4,16285.6,16917.5,17905.5,18518.4,19684.4,21319.8,23035.1,23579.4,10596.9,(NA)
 "08000","Colorado",7,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",8627.5,9300.6,10085.9,10888.8,11258.6,11774.8,11908.1,12777.0,13869.3,14551.3,15387.8,15519.6,15201.2,17616.9,18326.5,17258.5,17953.4,18961.7,19516.8,20775.4,22457.6,24154.0,24793.2,24922.0,(NA)
 "08000","Colorado",7,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-542.1,-618.0,-746.3,-729.7,-885.5,-635.0,-865.4,-703.3,-960.5,-802.8,-749.8,-812.0,-893.9,-896.4,-997.0,-972.9,-1035.9,-1056.2,-998.4,-1091.0,-1137.8,-1118.9,-1213.8,-14325.1,(NA)
 "09000","Connecticut",1,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",190518.9,196391.1,202351.7,216157.6,218135.3,216677.7,219186.0,233426.5,238549.5,248233.8,257953.0,257756.0,244894.7,244354.7,238542.4,240911.9,236050.6,235780.9,242706.5,243286.7,247358.5,249998.1,251495.1,235888.6,245782.6
 "09000","Connecticut",1,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",79.082,81.520,83.994,89.725,90.546,89.941,90.982,96.893,99.019,103.039,107.074,106.992,101.653,101.429,99.016,100.000,97.982,97.870,100.745,100.986,102.676,103.772,104.393,97.915,102.022
 "09000","Connecticut",1,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",138331.8,145475.5,152287.5,165614.3,171216.6,173248.3,178702.2,195354.9,205214.6,219768.4,234540.7,238936.8,233290.7,234700.0,233158.7,240911.9,241517.4,246597.0,259487.8,263670.3,271582.6,280692.0,288109.1,276422.9,296497.6
 "09000","Connecticut",1,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",77438.9,82629.7,87404.9,94354.0,97529.5,96987.4,99734.0,106028.1,110615.4,115349.1,122630.9,124157.2,118313.2,120487.2,124608.4,127400.6,129317.3,133233.1,137749.8,139068.1,140689.0,143619.2,147056.2,146869.8,(NA)
 "09000","Connecticut",1,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",50568.5,51906.8,53755.3,59834.2,62264.6,64528.0,66380.9,76332.1,81040.6,90802.1,97517.8,100441.4,100575.1,99723.5,93431.4,96584.6,94992.1,95466.1,103889.6,106714.0,112460.9,117029.0,120457.8,116383.8,(NA)
 "09000","Connecticut",1,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",10324.4,10939.1,11127.3,11426.1,11422.6,11732.9,12587.3,12994.7,13558.7,13617.2,14392.0,14338.3,14402.3,14489.2,15119.0,16926.7,17208.1,17897.8,17848.3,17888.1,18432.8,20043.8,20595.1,13169.3,(NA)
 "09000","Connecticut",1,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",10733.3,11317.3,11521.0,11810.1,11820.2,12135.4,13051.3,13485.0,14103.0,14129.8,14883.8,14848.3,15023.3,15117.7,15816.4,17568.1,17826.3,18540.2,18481.1,18524.6,18996.4,20628.0,21186.5,21651.4,(NA)
 "09000","Connecticut",1,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-408.9,-378.2,-393.8,-383.9,-397.6,-402.6,-464.0,-490.3,-544.3,-512.5,-491.9,-510.0,-620.9,-628.5,-697.4,-641.4,-618.3,-642.4,-632.7,-636.5,-563.6,-584.2,-591.4,-8482.0,(NA)
 "10000","Delaware",2,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",45980.1,50434.3,54236.7,56550.2,58372.7,56534.5,57300.0,60069.9,59335.1,60624.3,60477.9,58655.7,61517.7,60577.2,62919.3,62354.6,60235.8,64940.1,66793.5,63001.3,60801.2,61735.1,64262.4,62056.2,64338.0
 "10000","Delaware",2,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.740,80.883,86.981,90.691,93.614,90.666,91.894,96.336,95.157,97.225,96.990,94.068,98.658,97.149,100.906,100.000,96.602,104.146,107.119,101.037,97.509,99.007,103.060,99.521,103.181
 "10000","Delaware",2,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",33353.4,37106.0,40345.1,43451.3,46096.1,45508.3,47686.1,51353.7,52153.5,55174.4,56612.8,55459.8,57849.7,58163.5,61372.2,62354.6,61716.2,68354.7,71913.9,69355.0,68763.8,72488.0,77042.2,75786.5,80718.2
 "10000","Delaware",2,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",15575.0,16806.6,17926.4,19093.4,20001.5,20554.1,21378.3,22709.7,24150.2,25518.0,26096.7,26254.3,25197.3,25509.5,26691.5,27443.2,28040.4,29389.2,30346.3,30517.3,32026.2,33276.0,34588.9,34740.9,(NA)
 "10000","Delaware",2,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",16293.5,18697.3,20725.1,22478.8,24465.3,23211.3,24421.2,26159.7,25434.9,26980.5,27797.5,26646.8,30086.8,29941.9,31992.5,32022.4,30633.0,35588.5,38102.1,35114.2,32884.6,35073.3,38066.6,38805.6,(NA)
 "10000","Delaware",2,SAGDP1,6,"...","Taxes on production and imports (TOPI) less subsides (millions of dollars)","Millions of current dollars",1484.8,1602.2,1693.5,1879.1,1629.4,1742.9,1886.7,2484.3,2568.4,2675.8,2718.6,2558.7,2565.6,2712.1,2688.2,2889.0,3042.8,3377.1,3465.6,3723.4,3853.0,4138.7,4386.7,2240.0,(NA)
 "10000","Delaware",2,SAGDP1,7,"..."," Taxes on production and imports (TOPI) (millions of dollars)","Millions of current dollars",1578.3,1693.7,1800.5,1985.7,1741.1,1858.3,2015.4,2616.8,2730.5,2820.6,2854.8,2715.8,2744.3,2948.8,2932.0,3108.5,3274.8,3594.7,3650.9,3918.7,4041.5,4322.7,4589.5,4384.6,(NA)
 "10000","Delaware",2,SAGDP1,8,"..."," Subsidies (millions of dollars)","Millions of current dollars",-93.4,-91.6,-107.0,-106.6,-111.7,-115.5,-128.7,-132.5,-162.0,-144.7,-136.2,-157.1,-178.7,-236.7,-243.8,-219.5,-232.0,-217.6,-185.3,-195.3,-188.5,-184.0,-202.8,-2144.6,(NA)
 "11000","District of Columbia",2,SAGDP1,1,"...","Real GDP (millions of chained 2012 dollars)  ","Millions of chained 2012 dollars",79827.7,81214.4,84756.2,85355.9,88440.7,91141.5,92921.0,97463.5,99480.7,99805.5,102738.7,106768.9,105893.9,109986.5,111646.5,112157.0,112332.4,114553.6,116808.4,119644.3,120898.9,123836.1,124990.3,122342.1,125795.8
 "11000","District of Columbia",2,SAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",71.175,72.411,75.569,76.104,78.854,81.262,82.849,86.899,88.698,88.987,91.603,95.196,94.416,98.065,99.545,100.000,100.156,102.137,104.147,106.676,107.794,110.413,111.442,109.081,112.160
 "11000","District of Columbia",2,SAGDP1,3,"...","Current-dollar GDP (millions of current dollars)","Millions of current dollars",52503.6,54815.3,58819.2,61092.9,65442.9,69919.5,73957.1,80140.1,84867.6,88125.0,93785.4,99496.5,100446.0,106146.9,109730.4,112157.0,114540.1,119414.6,124604.7,129648.6,133391.2,139784.8,144405.7,144554.8,152007.9
 "11000","District of Columbia",2,SAGDP1,4,"...","Compensation (millions of dollars)","Millions of current dollars",36301.4,37987.6,41056.3,43492.4,46445.4,49248.8,51880.1,55561.0,58969.9,61493.0,64695.0,67798.5,69085.1,72796.0,75879.7,77014.4,78320.2,81738.0,84939.2,88185.7,91690.8,96532.1,99285.9,100994.5,(NA)
 "11000","District of Columbia",2,SAGDP1,5,"...","Gross operating surplus (millions of dollars)","Millions of current dollars",14801.0,15341.7,16243.4,16094.7,17549.1,19130.0,19891.3,21945.4,23285.3,23956.6,26044.9,28660.2,28532.2,30337.4,31043.3,31856.2,32742.8,33910.7,35440.2,37123.9,37255.1,38546.9,40041.0,41679.9,(NA)
